ID,kidon,phylum,class,order,family,genus,s2003,s2005,s2006,s2007,s2015,s2017,s2019,s2021,s2023,s2050,s3013,s3016,s3017,s3029,s3037,s4001,s4005,s4007,s4016,s4018,s4028,s4029,s4032,s5001,s5010,s5011,s5014,s5026,s5030,s6010,s6011,s6016,s6017,s7005,s7006,s7011,s7012,s7014,s7022,s7025,s7033,s7039,s7041,s7064,s7065,s7067,s7071,s2002,s2004,s2008,s2014,s2033,s2047,s2051,s3009,s3012,s3018,s3020,s3021,s3025,s3026,s3039,s3041,s4023,s4030,s4033,s4034,s5007,s5009,s5012,s5020,s5022,s5028,s5032,s6001,s6006,s6013,s6022,s6025,s7002,s7010,s7013,s7015,s7036,s7038,s7042,s7046,s7047,s7048,s7049,s7050,s7056,s7057,s7058,s2009,s2012,s2013,s2024,s2027,s2037,s2041,s2042,s2044,s2045,s2048,s2049,s3002,s3007,s3010,s3040,s4003,s4010,s4012,s4013,s4014,s4015,s4019,s4022,s5004,s5017,s5018,s5019,s5021,s5024,s5025,s5034,s6008,s6009,s6012,s6018,s6019,s6020,s6026,s6031,s6032,s6033,s7019,s7052,s7068,s7070
s__Bifidobacterium_adolescentis,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,3.1364558,0.593213,0.2128665,0.9239403,0,0,0,0.2527509,19.8274835,0,3.3014804,0,0,0,2.7061126,0.0557,0,0,0,1.066677,0.5643481,0,0,1.6417616,0,0,0,2.5760452,0,1.6200281,0,0.10622,0,0,0,0,0,10.9855862,0,0,2.4392305,0,0.2422,0,0,0,0.49018,0,21.3099539,3.5588896,0,5.3022732,0.5915702,0,0.3549979,0,0,0.0194903,1.5386634,4.4784251,0.5217853,0.00746465,3.6927611,0,1.0905547,0.8430201,0,0,0,0.0498415,0,0,0,0,7.8830522,1.5406092,1.0523594,1.19782,0.0983862,0,0,0.4425401,0.207424,0.4773505,6.8579107,22.5371742,0,0,0,0,0.0667843,0,22.7154331,1.2572842,0.3601699,0,1.5949005,0,0,2.84368,0.5287612,1.8140185,0,0.3043092,0,0,0,0.0620715,0,0.4369019,0,0,0,0,6.8048614,0,0.000160023,0,0,0.0155232,0,0,0,0,0,0,0,0.00964007,0,10.5017048,0,0,0,4.3624178,0,0,0,0,0,3.0097866
s__Bacteroides_plebeius,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0,0,2.8401709,0.10851,3.8457904,0.0835109,0,0,4.4138419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8859164,0,0.12367,0,0,0,1.0873206,0,0,0.9654935,0,0,0.7840001,0,0,0,0,0,0,0.3715701,0,0,0,2.5879103,0,0,2.0552098,0.21396,16.6468997,0,39.0670922,0.4311621,0,0.2472625,0,0,0.2438093,2.7462085,8.3171257,1.7302905,0,0.0526413,0,0,0,0,7.8115607,0.6382894,0,0,0,0.0795109,0,4.0312676,0,0,1.6186298,0,0,0.3931355,0.4873695,0,0,1.9531183,0,0,0,0,0,0,0.0732725,0,5.9206567,0,0,0,3.37885,11.6496001,0,0,0,0,0,0,1.8574246,0,0.1322157,0,0.746041,0,0,0,0,18.7286407,0,0,0,0,0,0,0,0,4.7244042,0,0,0,0,0.2744601,0,2.6512462,0,0,0,0,0.00174005,0,0
s__Ruminococcus_torques,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,0.2054248,1.5309535,0.3515926,0.02297,3.5822104,0.0861109,8.5266126,0.2806817,0.7019319,0.1600015,1.3796758,5.8249256,0.0896586,0.4477721,0.1648887,0.0974999,0.08657,1.8950295,0.440647,1.8829598,1.1100116,5.798094,0.1930182,0.6913918,1.3768475,0.06415,0.0524649,0.1943849,0.9446701,0.6931985,1.0738498,5.6965194,0.1641808,0.08229,0.7101302,1.9018002,0.3730401,0.0893475,0.214395,0.8418092,0.5954001,0.6779303,0.4956201,0.2679601,0,0.10804,0.19187,0.4914357,0.3230568,0.8626999,0.7084701,0.1362119,0.7783703,0.6244199,1.9244834,2.7708169,0.2460258,0.6202199,0.4337043,2.5841649,0.3386227,0.9940686,0.6970202,0.3342465,0.5564161,1.1752601,0.1227391,0.84505,0.0837104,0.561266,11.6496552,0.0854059,0.2195158,1.1124549,0.5900169,4.9117712,0.2566198,1.0392,0.5651355,7.1923093,2.4046853,1.3535303,2.8460193,0.908189,0.02425,0.4306159,0.1176247,1.50916,0.8774631,2.7729512,0.871386,1.5474447,2.1696232,3.2265698,0.2139499,0.7915944,1.1288003,0.5472302,0.4254501,0.22365,0.0674895,1.5156555,3.7129078,1.410579,0.520558,0.3072699,0.2580399,0.6912551,0.3196247,0.7563299,1.2684301,0.1595745,1.2724869,6.7747135,0.3737001,0.7111979,0.1396499,0.7053366,0.4569,1.9327045,0.0512127,1.2515569,0.0380208,3.7162183,0.0573462,1.1735622,0.7527998,3.3154425,0.7343469,0.3015985,0.2333301,0.8022497,1.3464955,0.1957023,0.11318,1.94318,0.5363354,1.4198827,0.05189,2.5166126
s__Bacteroides_eggerthii,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0,0,0.2447027,0,0,0.0632307,0.15663,0,0.00138,0,0.0200816,0,0,0,3.0425923,0.1504799,0,0,0,0.1707921,0,0,0,0,0,0,0,0,0,0.0749932,0,0.19081,0,0,0,0,0,0,4.0990314,0,0,0,0,5.046501,0,0,0.7809501,0,0,0,0,0,0.06918,0,1.1625879,0.00021001,0.0295867,0.00361006,24.7543241,0,2.5312116,0.0465089,0,0,0.0228579,0,0,0,0,0,0,0,0,0,0.0260103,3.3579305,0.02678,19.77377,0,1.0665699,0.00496032,0,0.0204424,0,0,0,1.1675068,0,0,0,14.2161737,0,0,9.00E-05,0,0,0,0.6443302,0.6330801,0.00426,0,0,0,0,0,0.04102,0.2009499,2.21238,5.397693,0,0,0.35633,0,0.6056569,0.6754301,0,0,0,0,0.028496,10.3799843,0,0,0,0,0,0,0.00207001,0,8.4087063,0.0927176,0.00026,0,5.6216962,0,13.56031,0,29.1386871,0,0
s__Escherichia_unclassified,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,3.2033506,0.0204904,0.0232047,0.00416,0.09451,6.7419415,0.5206802,6.9493207,0,9.0541251,0.0336889,1.2620486,16.3704924,0.3333868,0.050578,0.2213299,0.4542599,0.3566851,0.1271849,0.9110482,1.1481309,0,0,1.1024798,0.0346664,0,0.0286997,0,0.00654,0.7095145,6.0419627,2.8944797,0.7684806,0.04035,0.1016,0.14223,0.8938804,6.4714997,17.8238094,0.0304718,0.02905,0.0639157,0,0.01235,0.047647,0.31321,0,0.9722008,0.0438018,0.37078,0.00491,0.0215503,0.12261,0,0.0232015,0.7364537,5.7593052,0.00420007,0.2222319,0.3650689,0.219579,0.1465812,0.6011202,1.4409781,2.7279179,0,0.5759298,0,3.6142877,1.278471,0,0,0.0240083,0.0914153,0,0.1525277,0,4.78483,0.0645441,5.5667094,0.2110936,0.5433101,0.1302451,0.2556205,0.01944,1.5525658,0.0375915,0,0.2080673,0.00654062,0.1092433,1.6316242,0.0696707,0.4490365,4.1815287,0.0913963,0,0.16512,0.0471,0,0,0,7.3884956,0,2.4790228,0,0,0.0837187,2.0879028,0.0981417,0.00377798,0.0375511,0,0.1377991,0,0.8971726,0.1211173,0.0375603,0,3.0676121,2.4824726,0.3208074,0.00326007,0.0997519,0.0151271,0,11.3486966,0,0.0595219,0,0,0.0951,0.1083625,0.5002094,0.0281,0.00941,0,1.9307881,0.3181901,0.1112454
s__Alistipes_shahii,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0.9369475,0,0.4872575,0.2463901,0,0.184612,0.5575102,0.1960972,0.0205101,0.000580005,1.2359672,0,0,0,0.7259582,1.8355089,0,0,0.2655002,1.527995,0.1091767,0,0,1.3650789,0.191013,4.166,1.51541,0,0.25269,1.6166742,0.4371384,1.1180799,0.5892188,0,1.1583203,0,0,0,0,3.0277971,0.00995,0.0319628,0.01642,0.9564602,0,0,0.36031,0,0,0.30875,0.05382,0.7098398,0.1917301,0.13907,0.370668,2.5003545,2.615591,0.6381301,1.9739786,1.0705849,0.7971595,0.1243574,2.3565607,0,1.427799,0,0,2.47973,3.2536691,3.9396461,0.0031911,0,0.00496171,1.0872534,0.00440005,0.2535095,0,4.21035,0,3.3281897,0.4151768,0,0.4980476,4.710598,0,0,4.7095989,0.32179,0,1.0657904,3.7876283,1.3089878,0.0485705,0.4387848,0.2680699,0,0,1.4418304,1.0731802,0.94609,1.1015213,0.9876301,5.9280464,0.2648467,0.0801451,0.4291199,1.9022394,1.9975756,0.2043914,6.6952161,2.0445819,0.3084287,2.1353362,2.0811358,1.6524803,5.8205867,0,0,0.20684,0.00356075,0.4951464,0.5398161,4.8108073,0,0.9900427,0,0.07288,2.6349479,0,2.1529622,5.6171543,2.6958689,0,0.1748469,0.8383501,6.77784,0,0.898197,0,0.1285763
s__Roseburia_intestinalis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,0.4946256,1.0686334,0.3245841,0.2289701,1.3828201,0.3672139,0,0.2344144,0,5.7836444,0.7641344,0,22.4235601,0,2.1860476,0.7268296,0.4582499,0,0.1193946,2.2501433,2.2976022,0,0,1.0129263,0,0.01357,2.5316785,0.0172904,0,0.9513338,0,0.6831499,0,0,0,0.06535,0,1.0347763,0.7620424,1.982666,0,0,0.09726,0.7220401,0,0,0,0.0310316,0,0,0.8966502,0,2.376051,2.0445696,0.00599272,0,0.0887081,2.5657808,0,4.2474068,0,0.8342091,0.08858,0,0.000640502,0.02344,0,0.12342,1.2301391,0.8982601,0.4680209,5.9657414,5.2641072,0.1851308,0.00107001,0.00699081,0.7127796,0,1.0922786,0,0.9964444,2.1739504,0.0808794,0.0638176,0.35395,0,0,0.47651,0,0.7616217,0.8170344,0,3.8459212,0.205125,0.09478,0.262578,1.0713403,6.9171321,5.8838812,0.43702,0.0363757,0.7147973,0.1447299,0.00848054,0,7.7625984,0,1.120571,0.00718145,0.0344241,0.00439417,0,0.8304463,0.1664271,0.00314,0.5115729,0,0.0426804,0,0.1042218,0,0.1014587,5.1066239,0.1337752,0,0.6323843,0,0,1.1305461,1.5230835,0,3.7405285,1.4718,0.0228488,0,0,10.502715,0.2588478,0.13694,0.1396768
s__Parabacteroides_merdae,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,0.4827948,0.1733938,0.9582758,0.3663401,0,0.7010874,3.0996309,0.551749,1.7490447,0.2315922,1.074886,3.3035986,0.0271117,0.6339411,0.5302686,0.6045096,0.158,0,1.5626303,3.3205661,0.3578976,0.1450074,0,0.0307481,3.362304,0.75714,0,0,0.2457,4.9358227,0,4.3907596,0,0,0,0,0,0,0,2.2362608,0,0,0.05095,0,0,0,0.9324801,0.5661996,0,0,0.07535,1.160786,0.6319003,0.5315499,0.0648064,0,2.9317541,0.0119002,0.9091701,0.9049218,0.0311541,4.3767937,3.1302909,0,0.6491587,2.9611103,0,0,1.0168724,0.5337845,2.1010824,0,0,4.031115,0.1409416,5.597801,0,0,0,0.03595,0.0169811,0,1.8539345,3.1019073,6.3382506,0,0.8010221,0.9103,0,1.1597392,0.098461,3.0585053,0.8787894,3.567858,0,0,0,1.5761005,1.6266703,0,0.9699213,0,0,1.8021137,2.3332698,0.2827199,1.3570896,0,1.0105446,0.210045,0,0.2590973,0.782932,1.4347965,2.5631805,0.0152404,2.7135069,0,0,0.0403985,0,0,0.0109902,0,0,0,1.9782094,7.6583621,0,0.8582527,3.6099813,1.3754994,0.4367004,2.0079998,0.01934,0.51643,2.4332743,2.4735545,0.8813302,0
s__Alistipes_onderdonkii,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0.3320139,0,0.2972745,0.02797,0,0.0339204,0,0.8056729,0,0,0.3283648,2.4134655,0,0,0.4256614,0.3811798,0,0,1.5615703,0.0812948,0.617221,0,0,0.7055155,0.1827645,0,0.0402172,3.1573599,1.1702801,0.3303588,0,1.1816999,2.6408838,0,2.5155408,0,0,0,0,0,3.5991507,0,0,1.0311802,0,0,1.2549201,0,0,0.6006899,0,0.365385,0.8991604,0.0409,1.6719084,0.0177808,11.9555728,2.0648228,3.2271699,0.6014977,2.4799385,0.2903707,0.3318001,0,0,1.1315001,0,4.71885,1.7551941,0,0,0,0,0.5281408,0.000710008,0,0.7827695,0.08098,0,0.16784,0,0,0,0,0,0,0.3806053,0.75649,0,0.1337026,0.1981223,8.6610578,0.5134055,1.5311209,0.09245,0,0,2.0816206,1.5921603,0.48543,1.541053,2.5714762,0,2.3744098,1.4268338,0.10809,0.5457498,1.124098,0.6375091,2.5321811,0,1.1298317,0,0.0875774,0.5808401,0.4094303,0.000760108,0.00145001,0,0.587483,0.000950051,3.3100427,1.0067525,0,1.6928508,0,0,0.9607765,4.2711442,1.6557817,0.2078015,1.0672496,0,2.2811436,4.6898105,13.77249,2.6649966,2.5201459,0,0
s__Eubacterium_hallii,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,0.2726796,0.4048689,0.1610274,0.13903,0.38868,0.0232402,0.3201701,0.2885717,0.1623004,0,3.4575517,0.5000374,4.6019925,0.2185453,0.6199705,0.1672399,0.3076599,0,1.2540284,0.2028713,0.3319112,0.3080656,0,1.4068399,0.1238618,0.12882,0.2640041,0.3890298,0.01622,0.8150851,0.5451054,3.1663597,0.2094438,2.2894598,0.5660302,2.8765903,0.06697,1.091471,0,0.2637054,1.6896203,0.325839,0.7418901,0.6651201,0,0,0.5061301,0.2002005,1.1528597,0.07782,0.3191601,0.4831067,0.8669003,2.7210795,0.00408963,0.1591173,0.6879869,0.4598373,0.699876,1.5311114,0.3867044,0.0388242,1.9766306,0,1.7403939,0.23233,0,0.75986,2.3835378,0.4139564,0.529492,3.6676933,1.208037,0.2089422,4.2625799,1.736642,1.3322792,0.26368,1.3417643,0.20904,4.3063582,0.06881,0.1690696,0.3855377,0.31461,0,0.174667,0.75165,11.7378278,0.7823937,1.4297351,0.5541326,0.1328214,3.1955145,0.2837699,0.0902762,0.7949602,0.13932,0.0671,0.72435,0.2905377,0.4509246,0.00403,1.4836536,2.4873227,0.5986699,0.2545799,0.1611109,2.0159582,0.9227697,0.00902067,0.105503,0.8820911,2.3259216,1.6640703,0.9761046,0,1.4964739,0,0.1073125,0.1066657,6.464072,0.315497,0,0.926835,0.1129004,0,0.6782146,0.2438688,2.5762882,0.8905091,1.4172994,0.2526792,1.4378716,0.9741101,0.63676,2.5304253,1.4927249,1.7478103,0.676653
s__Akkermansia_muciniphila,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,0.0158211,0.8581888,0.0601795,0,0,0,0.9582203,0,0.00171,0,0,0,0,0,0,0.0853599,0.22565,0,4.1999421,0.0457402,0,0,7.1518725,0,0,0,0.1265876,0,0.13452,0,0,0.31331,33.5116751,0,0,0,0,0.3588899,0,0,7.9857516,4.572577,0,0,0,0,0,0,0,0,0,0,0.00613,0,0.9026232,0,0.0551932,0,0,0,0,1.915402,0,0.00422008,0.0409621,0,0,0,0,0.0355696,0.00479165,1.3878186,0.399628,0,0,0,4.7475572,0,0,0,1.0513479,0,1.1736858,7.0021345,2.0931802,0,10.6465469,0.00282,0,0,0,0,0,0.088245,0.1920099,1.0786041,0,0.06416,0.0258,0,0.2492155,0.0859209,0,0,0,0,0,0.0283475,0.0376876,0.2681419,0,0.0226106,0.2099693,0.00239485,0,5.4697178,0,1.7836866,0,0,3.0665338,8.0198549,5.2088362,3.2066046,0.020616,0,0,0.1780112,0,0,0,0,0,1.2705676,6.4453406,0.03126,0.0281503,0,0,0.677353
s__Ruminococcus_sp_5_1_39BFAA,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,0.6395961,0,0.2918948,0,1.0028301,0,0.6741602,0.8095828,0.1176403,0,1.9394909,0.5755885,0,0.6539559,0.2984362,0.4509897,0,0,4.3873194,0.2869504,0.5340907,0,0,2.6509469,0,0,0.2059995,0,0,0.5928652,1.3501178,1.0542599,0,0,0,1.6484902,0,0.9782416,0.9803169,2.2271303,0.7072701,0.5582497,0.7443201,0.5261501,0,0,0.6527601,3.0900116,0.9735215,0.31489,0.3044201,0.8370116,0.4365302,3.3542093,0,0.3152744,0.393554,1.0107061,0.8290714,1.7701404,0.6746143,0,1.3137104,0,1.4344242,0.15271,0,0,0,0,4.2306645,2.8912486,2.0578504,0.3302093,1.0720325,2.6532386,0.4381097,0.52877,1.2337775,0.2535,2.9449402,0.2686201,0.596289,0.2449009,0,0,2.3475041,0.43231,0,4.9847296,0.7266151,0.3786527,0,2.5329616,0.2680699,0.5885104,0,0.6654202,0.4081601,0.42891,0.3617218,0.489635,0,1.0564367,1.2760949,1.4757497,0.2906299,0,2.0384828,0.3384702,0,0,4.1551519,2.2617917,1.2047302,0,5.511676,2.7350654,0,0,1.6147562,5.0275093,0.44933,0,0.6979034,0,0,3.1259813,0,1.2607274,1.3525559,1.0510696,4.2188173,0.5916547,0.32572,1.00668,1.8618686,0.4455434,0,1.3926778
s__Barnesiella_intestinihominis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Barnesiella,0,0,1.2728935,0.02239,0,0.00760008,0.3803801,0,0.0282701,0,9.0294188,0,0,0,0,1.8490589,0,0,0.9517967,3.4153215,0,0,0,0.2417135,0.2191761,3.04028,0,0,0,0.2909083,0,2.3512198,4.7685238,0,0,0,0,0,0,0,8.3607917,0,0,0,0,0,1.2144101,0,0,0,0,0.287384,1.0503904,0.10903,0,0,0.0737537,0,0.8602051,0.1371209,1.4000414,0.1094881,10.3008931,0,2.3447075,0,0,0,0,2.0012384,0,0,0,0,0.0081201,0,0,5.59422,0,0,0,0,0.1071524,0,0,0,7.930878,0,0,1.0702308,0.6451177,7.7349533,0,0.8704083,0.8413697,0,0,0,0,0,0,1.6383967,0,3.1798606,0,0.05755,0.2696799,2.3988067,0,0,0,0.3415196,0.0744568,4.9629935,2.0036804,1.98483,0,0,0,0.5478847,0,0,2.6787597,0,0,0,1.1476397,3.7627756,0,0,4.6958528,1.4088694,0.8294458,1.2226261,0,2.5974,0,0.1470544,0,0
s__Ruminococcus_gnavus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,0,0,0,0,1.3048701,0.00602006,2.2966307,0.0175345,0,3.4720626,0,0.3885157,0.0273118,0.1026252,0.013965,0.01102,1.4958197,8.6318011,0.0607923,0.0870736,1.1997236,3.2257235,2.4744347,0,3.8886883,0.01415,0.0104951,0.00196005,0.6349601,0,0.0498932,0.00461,2.7094583,0.9754999,0.2283501,0.05089,1.0245904,0.00801067,1.6325293,0.1740502,0,0.2704641,0.06542,0,0.225703,0.8479999,0,0.1216664,0.0493633,0,0,0.0197103,0.00054,0,0.4862506,1.1250315,0.0108807,0,0,0,0,4.0211524,0.1687101,6.7445315,0,0,6.3455693,0.0819,0,0,0.0439151,0.0529099,0.0598807,0.5053995,1.2891151,2.5467962,0.07079,0.00085,1.4991341,0.30381,0.4558794,0.03381,0.0128215,0,0.00954,12.8249366,0.1915977,0.01951,18.4458865,0.0882283,0.4042663,0,0.1619917,0,0.00757,1.0408715,0.06008,0,0,0.00083,0,0,0.6603796,0.0733246,2.5454918,1.3420497,0,0,0.5272968,0.2954651,0.1897372,0.0416712,0,0.00649315,0.00397,0.0878822,6.1521073,0.1288912,0.13429,0.014353,1.4518075,0.1222804,0.0113203,1.331635,0.2256483,0.9707455,0.4627899,0,0.1310762,0.00433027,0,0.5174498,0,0,0.03562,0.23344,0.1681517,0.0196306,0.9700802,0.9020739
s__Bacteroides_fragilis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,4.6288233,3.4350952,0,0,0,0.2342025,2.3552607,0.1761867,0.0531101,0.000100001,0.5309374,0.68022,0,2.2159419,0.8597558,0,0,0.3254411,0,0.5374849,0.343414,0.3444275,0.2532307,0,4.8874055,0,0.00505975,1.895448,0,0.0937163,0.0195913,0,3.5076808,0,0.3453401,0.46797,0,2.0725028,0,0.1038161,0.17919,0,0,0.8022702,0.670488,2.6747997,0,0,4.4273792,0,0,0,0,0.03398,0,0,0,0.7127613,0,0.0412433,0.00614277,0,0,0.1988739,0,4.4046404,0,0.05246,5.8704022,0.9000842,0,0,0.1556837,0.1819506,0.00204002,0.2524794,0.2734798,0,7.1997121,0,0,4.1041708,0,0.016635,1.4491601,0,0,0,0.083977,0.00181017,0.2046437,0.0847996,0.1284114,0,0.09541,0.1246986,0.3748401,0.00532,0.10031,0,0.7832896,2.0025004,0.9008895,0.047113,1.1927059,0,0,0.0152703,0.0792661,0,10.313571,0,0.4661228,0.5069269,0,0.0160504,5.736398,0.8155776,7.3444507,0,0.9165989,0.4312368,0,2.1915495,0.7665798,0.0302955,8.8000574,0,0.5983897,0,0,0,0,0,0.17768,0.2528,0,0,0.3906001,0.3533772
s__Parabacteroides_distasonis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,0.2238661,1.1961462,0.0775328,0.1459,0,0.0491605,11.5952035,0.2328003,0.0196901,0.0635806,0.5581939,0,0,0.3114224,1.037389,0.1324799,0.03697,0,0.3980854,0.0231155,0.5543957,0.0895845,0.354815,1.2304235,5.3450907,0,0.8008276,1.7605845,0.0112,0.2463515,0.0682144,0,1.3310476,4.3978196,0.4419401,0.10485,0,0.132301,0,0,0,0.00635057,0.0134,1.8195204,0.4766396,0.27401,0.19017,0,0,0.9199599,0.0027,0.6144085,0.5107002,0.6176699,1.4939186,0.9579239,0.1996661,0,0.4080314,0.0560744,0.0995749,0.0830617,0.09127,0.000890017,0.0877087,0.44124,2.2607324,0,0,0.0705278,0.1054563,1.0959642,0.0659828,1.8830098,0.00576007,0,0.03167,0.01714,1.8644571,0.40791,0.1825818,0,0.1175536,0.00462417,0,0,1.3119426,0.4171,0.00196016,0.7246883,1.3930773,0.0330337,0.5121355,0,0.8301098,0.4453606,0,0.00219,0.00089,0.04434,0,0.6676568,0.0052,0.016501,4.814225,0.7687698,3.6544289,2.125862,0.7712662,0,0.3584026,0.0183305,0.00181017,0.4356425,0.00082,0.2241556,4.1688045,0.000190002,0.02502,0.00528111,0.6211232,0.0639755,3.0633683,0,0.061697,0.0342062,3.5575189,0.7716952,0,1.6197695,3.6234611,8.2967567,0,0.00387658,0.03739,0.01427,0.0486505,0,0.01553,3.8985599
s__Collinsella_aerofaciens,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,0.6504868,0.1503533,0.2507648,0.3125901,0.3601,0.2602728,0.5008302,1.1295641,0.4066611,0,2.6016697,1.2297281,0,0.3861617,0,0.1395199,0.0037,5.8077241,0,0.646412,0,0,0,0.5170559,0.3547873,0.11915,0.170936,0,0.03267,0.8394987,0,4.1582696,3.2383831,0.31864,0.4625601,0,0,0.5186833,0,1.3972217,0.3596401,0.8347943,0.22813,0.2773301,0,0,0.11025,0.974631,5.0765035,2.3719898,0.2837401,0.7110898,0.2970901,0,0.0967237,0.0847339,0.6424897,0.2680743,1.221622,2.8103329,0.3876548,1.105618,0.4385801,0,1.3196242,0.04953,0,0,1.7397319,0.1713334,1.4965445,0.7700735,2.4004686,0.1403182,1.5887986,0,0.6739696,0.15156,0.3103095,0,3.4237312,0.1879,1.4482776,0.7511874,1.8023302,0,0.9925598,0,0,0.1546546,0.5230216,0.6568642,0,3.6105452,0.3632199,0,0.15722,0.2811001,0.14136,0.34311,0.6552722,0.3610037,0,0.8126613,0.2770789,0.03831,0.2072099,0.3783409,2.4708503,0.33657,0,0.1397039,0.5914944,1.8669619,0.5412101,0,0,0,0,0.6610884,0,0,0.4621403,2.7661461,0,2.3956831,0.1955899,1.1213276,0.1527205,1.7197256,1.2887394,0.7857197,0,2.2146307,0.7561101,0.58302,1.6702167,1.0827826,0,3.6570881
s__Paraprevotella_unclassified,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Paraprevotella,1.7609668,0,0.3784305,0,0,0.6944874,3.473991,0,0,0,0,0,0,3.0991661,0,1.0684194,0,0,1.917584,1.2431979,0,0,0,2.240409,0,7.42936,0,0,0,0.8035934,0,2.3405198,0,0,0,0,0,0,0,0,0,0,0.5371901,0.7139001,0,0,0.9846101,0,0,0.04369,0.10843,0.2218931,0,0,0.430332,0,0.1258812,0,1.6889929,2.825064,0,1.5322335,0,0,0,0,0,10.23694,0.2373013,0,0,0,4.8032681,0,0,0,0,0,0,1.1401799,0,0,6.4568871,0,0,0,0,0,0,2.1476723,0,0,0,0,0,0,0,2.2327107,1.6184603,0,0,0,0,0.5934074,0,0,0,0,0,1.2208252,0,0,5.8451972,0.7821143,2.7755506,0,0,0,0,2.8496264,0,0,6.0282744,0,3.02124,0.00197036,0,0.8982561,0,2.9047584,1.9470892,0,0,1.4973126,0,0,0,0,0,0
s__Coprococcus_sp_ART55_1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,0,0,0,1.2112004,0,0,0,5.3687029,0,0,0,0.4504366,0,0,0,2.7748383,0,0,4.4750827,0.9004519,0,0,0,0,0,0,1.2896409,0,0,0.9653938,0,0.6936399,0,0,0,1.2606201,0,0,0,0,2.7334805,13.7655951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3209399,0,0,3.3598064,2.6951255,0,0.14979,0,0,0,0,0,0,0,1.0460096,6.3145064,0,0,0,0,1.3336992,0,0,0,0,0,1.3493261,0,0,0,1.1015942,0,0,0,0,0,0,3.0991581,1.7292695,12.5276006,2.0775506,0,0,2.5541,0,0,0,1.90163,0,0.12373,0.5614998,0,0,0,0,0.8604442,0.5381995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154855,0,2.7667099,0,0,0,0,0,0,0,0,0,1.4519407
